Produto,Área_negócio,Subdivisão,Data_venda,Valor_vendas,Quantidade,Gama,Gama_2,Interface,Descrição,Descrição_detalhada,Subdivisão_agrupada,No_mês,Nome_mês,No_ano,Ciclos,Produto e Descrição Detalhada
8687593,Cardiologia,CASARE,25-04-2019,"635,52",98,Gama5,Angelina,IsT,Desc3,DescDet4,CASA,4,Abril,2019,1º (JAN-ABR),8687593 - DescDet4
9807652,Ginecologia,CLINTA,13-07-2020,"249,31",91,Gama7,Jennifer,uAX,Desc8,DescDet9,CLIN,7,Julho,2020,2º (MAI-AGO),9807652 - DescDet9
6872032,Pediatria,CLINTR,13-12-2022,"794,48",110,Gama4,Jennifer,euJ,Desc6,DescDet6,CLIN,12,Dezembro,2022,3º (SET-DEZ),6872032 - DescDet6
2202126,Outros,CASARE,17-11-2023,"913,71",143,Gama8,Meryl,HBc,Desc9,DescDet8,CASA,11,Novembro,2023,3º (SET-DEZ),2202126 - DescDet8
3322966,Pediatria,CLINTAL,28-11-2019,"798,97",188,Gama3,Scarlett,LTw,Desc2,DescDet3,CLIN,11,Novembro,2019,3º (SET-DEZ),3322966 - DescDet3
0402501,Ginecologia,CASAJAR,21-10-2020,"950,05",159,Gama1,Keira,Bsy,Desc5,DescDet1,CASA,10,Outubro,2020,3º (SET-DEZ),0402501 - DescDet1
6319300,Cardiologia,CASARE,11-04-2021,"893,91",33,Gama3,Keira,VBx,Desc8,DescDet1,CASA,4,Abril,2021,1º (JAN-ABR),6319300 - DescDet1
5868570,Ortopedia,CASAMED,10-11-2023,"314,38",60,Gama9,Sandra,YLY,Desc6,DescDet9,CASA,11,Novembro,2023,3º (SET-DEZ),5868570 - DescDet9
1713965,Pediatria,CLINTOPS,03-04-2020,"129,32",165,Gama6,Julia,tqF,Desc11,DescDet6,CLIN,4,Abril,2020,1º (JAN-ABR),1713965 - DescDet6
6319300,Cardiologia,CASARE,22-02-2019,"333,14",50,Gama3,Keira,xwJ,Desc8,DescDet1,CASA,2,Fevereiro,2019,1º (JAN-ABR),6319300 - DescDet1
6319300,Cardiologia,CASARE,07-09-2020,"615,18",139,Gama3,Keira,Spq,Desc8,DescDet1,CASA,9,Setembro,2020,3º (SET-DEZ),6319300 - DescDet1
0402501,Ginecologia,CASAJAR,08-05-2023,"131,14",125,Gama1,Keira,vxX,Desc5,DescDet1,CASA,5,Maio,2023,2º (MAI-AGO),0402501 - DescDet1
6872032,Pediatria,CLINTR,09-04-2021,"302,65",43,Gama4,Jennifer,GiY,Desc6,DescDet6,CLIN,4,Abril,2021,1º (JAN-ABR),6872032 - DescDet6
6319300,Cardiologia,CASARE,04-11-2019,"908,88",138,Gama3,Keira,btg,Desc8,DescDet1,CASA,11,Novembro,2019,3º (SET-DEZ),6319300 - DescDet1
6740395,Ginecologia,CASAJAR,22-07-2021,"413,65",106,Gama1,Scarlett,Vqe,Desc5,DescDet4,CASA,7,Julho,2021,2º (MAI-AGO),6740395 - DescDet4
3295001,Ortopedia,CLINTAL,10-05-2022,"273,19",154,Gama8,Emma,QKx,Desc2,DescDet3,CLIN,5,Maio,2022,2º (MAI-AGO),3295001 - DescDet3
0402501,Ginecologia,CASAJAR,05-01-2019,"285,66",168,Gama1,Keira,TSn,Desc5,DescDet1,CASA,1,Janeiro,2019,1º (JAN-ABR),0402501 - DescDet1
6319300,Cardiologia,CASARE,22-06-2021,"105,9",77,Gama3,Keira,RDW,Desc8,DescDet1,CASA,6,Junho,2021,2º (MAI-AGO),6319300 - DescDet1
2983639,Cardiologia,CASAJAR,15-04-2018,"251,0",48,Gama8,Kate,AGP,Desc8,DescDet6,CASA,4,Abril,2018,1º (JAN-ABR),2983639 - DescDet6
6319300,Cardiologia,CASARE,09-03-2023,"421,77",92,Gama3,Keira,zWh,Desc8,DescDet1,CASA,3,Março,2023,1º (JAN-ABR),6319300 - DescDet1
0402501,Ginecologia,CASAJAR,07-10-2019,"136,66",47,Gama1,Keira,ony,Desc5,DescDet1,CASA,10,Outubro,2019,3º (SET-DEZ),0402501 - DescDet1
9807652,Ginecologia,CLINTA,05-04-2018,"828,63",58,Gama7,Jennifer,Yox,Desc8,DescDet9,CLIN,4,Abril,2018,1º (JAN-ABR),9807652 - DescDet9
1713965,Pediatria,CLINTOPS,27-11-2022,"915,28",194,Gama6,Julia,dDz,Desc11,DescDet6,CLIN,11,Novembro,2022,3º (SET-DEZ),1713965 - DescDet6
3322966,Pediatria,CLINTAL,02-08-2020,"824,82",116,Gama3,Scarlett,ulU,Desc2,DescDet3,CLIN,8,Agosto,2020,2º (MAI-AGO),3322966 - DescDet3
4225258,Ginecologia,CASAJAR,16-09-2019,"409,65",32,Gama6,Scarlett,nRs,Desc7,DescDet11,CASA,9,Setembro,2019,3º (SET-DEZ),4225258 - DescDet11
3295001,Ortopedia,CLINTAL,26-04-2018,"976,08",91,Gama8,Emma,OaT,Desc2,DescDet3,CLIN,4,Abril,2018,1º (JAN-ABR),3295001 - DescDet3
6525808,Outros,CLINTA,16-09-2020,"202,17",56,Gama2,Julia,EtN,Desc1,DescDet5,CLIN,9,Setembro,2020,3º (SET-DEZ),6525808 - DescDet5
0402501,Ginecologia,CASAJAR,03-02-2022,"896,26",68,Gama1,Keira,gKd,Desc5,DescDet1,CASA,2,Fevereiro,2022,1º (JAN-ABR),0402501 - DescDet1
2202126,Outros,CASARE,28-12-2022,"303,62",132,Gama8,Meryl,qxa,Desc9,DescDet8,CASA,12,Dezembro,2022,3º (SET-DEZ),2202126 - DescDet8
2202126,Outros,CASARE,22-05-2020,"403,88",200,Gama8,Meryl,pmS,Desc9,DescDet8,CASA,5,Maio,2020,2º (MAI-AGO),2202126 - DescDet8
3322966,Pediatria,CLINTAL,16-03-2021,"395,7",69,Gama3,Scarlett,uXA,Desc2,DescDet3,CLIN,3,Março,2021,1º (JAN-ABR),3322966 - DescDet3
2983639,Cardiologia,CASAJAR,26-07-2023,"746,12",129,Gama8,Kate,yNz,Desc8,DescDet6,CASA,7,Julho,2023,2º (MAI-AGO),2983639 - DescDet6
2983639,Cardiologia,CASAJAR,06-06-2023,"907,72",22,Gama8,Kate,uAT,Desc8,DescDet6,CASA,6,Junho,2023,2º (MAI-AGO),2983639 - DescDet6
9807652,Ginecologia,CLINTA,12-06-2022,"303,43",37,Gama7,Jennifer,XVz,Desc8,DescDet9,CLIN,6,Junho,2022,2º (MAI-AGO),9807652 - DescDet9
0402501,Ginecologia,CASAJAR,30-12-2020,"464,34",155,Gama1,Keira,oMs,Desc5,DescDet1,CASA,12,Dezembro,2020,3º (SET-DEZ),0402501 - DescDet1
2202126,Outros,CASARE,29-01-2021,"553,86",135,Gama8,Meryl,aHz,Desc9,DescDet8,CASA,1,Janeiro,2021,1º (JAN-ABR),2202126 - DescDet8
5868570,Ortopedia,CASAMED,29-06-2023,"598,95",184,Gama9,Sandra,fYa,Desc6,DescDet9,CASA,6,Junho,2023,2º (MAI-AGO),5868570 - DescDet9
3295001,Ortopedia,CLINTAL,14-06-2018,"604,24",67,Gama8,Emma,Jrw,Desc2,DescDet3,CLIN,6,Junho,2018,2º (MAI-AGO),3295001 - DescDet3
6319300,Cardiologia,CASARE,02-01-2023,"725,63",113,Gama3,Keira,IGH,Desc8,DescDet1,CASA,1,Janeiro,2023,1º (JAN-ABR),6319300 - DescDet1
6525808,Outros,CLINTA,01-11-2021,"287,34",167,Gama2,Julia,VRi,Desc1,DescDet5,CLIN,11,Novembro,2021,3º (SET-DEZ),6525808 - DescDet5
2202126,Outros,CASARE,09-04-2023,"274,28",37,Gama8,Meryl,lag,Desc9,DescDet8,CASA,4,Abril,2023,1º (JAN-ABR),2202126 - DescDet8
2202126,Outros,CASARE,14-05-2023,"798,19",85,Gama8,Meryl,gze,Desc9,DescDet8,CASA,5,Maio,2023,2º (MAI-AGO),2202126 - DescDet8
8687593,Cardiologia,CASARE,14-07-2021,"273,47",148,Gama5,Angelina,TzX,Desc3,DescDet4,CASA,7,Julho,2021,2º (MAI-AGO),8687593 - DescDet4
6319300,Cardiologia,CASARE,18-12-2022,"245,98",185,Gama3,Keira,LlH,Desc8,DescDet1,CASA,12,Dezembro,2022,3º (SET-DEZ),6319300 - DescDet1
6740395,Ginecologia,CASAJAR,13-08-2018,"864,82",163,Gama1,Scarlett,Vjz,Desc5,DescDet4,CASA,8,Agosto,2018,2º (MAI-AGO),6740395 - DescDet4
2202126,Outros,CASARE,28-02-2019,"454,7",21,Gama8,Meryl,bvP,Desc9,DescDet8,CASA,2,Fevereiro,2019,1º (JAN-ABR),2202126 - DescDet8
3295001,Ortopedia,CLINTAL,12-02-2021,"246,89",193,Gama8,Emma,nzO,Desc2,DescDet3,CLIN,2,Fevereiro,2021,1º (JAN-ABR),3295001 - DescDet3
1713965,Pediatria,CLINTOPS,04-11-2023,"484,08",153,Gama6,Julia,cKY,Desc11,DescDet6,CLIN,11,Novembro,2023,3º (SET-DEZ),1713965 - DescDet6
6022768,Ortopedia,CLINTAL,12-01-2019,"106,52",38,Gama4,Charlize,RIw,Desc9,DescDet6,CLIN,1,Janeiro,2019,1º (JAN-ABR),6022768 - DescDet6
9807652,Ginecologia,CLINTA,11-04-2021,"583,66",136,Gama7,Jennifer,oCl,Desc8,DescDet9,CLIN,4,Abril,2021,1º (JAN-ABR),9807652 - DescDet9
3295001,Ortopedia,CLINTAL,29-05-2022,"412,14",156,Gama8,Emma,pHA,Desc2,DescDet3,CLIN,5,Maio,2022,2º (MAI-AGO),3295001 - DescDet3
9807652,Ginecologia,CLINTA,12-12-2020,"771,96",108,Gama7,Jennifer,UFZ,Desc8,DescDet9,CLIN,12,Dezembro,2020,3º (SET-DEZ),9807652 - DescDet9
6740395,Ginecologia,CASAJAR,22-05-2022,"584,53",158,Gama1,Scarlett,OyQ,Desc5,DescDet4,CASA,5,Maio,2022,2º (MAI-AGO),6740395 - DescDet4
3295001,Ortopedia,CLINTAL,21-08-2021,"680,6",120,Gama8,Emma,jpl,Desc2,DescDet3,CLIN,8,Agosto,2021,2º (MAI-AGO),3295001 - DescDet3
6525808,Outros,CLINTA,28-05-2019,"210,2",30,Gama2,Julia,pgd,Desc1,DescDet5,CLIN,5,Maio,2019,2º (MAI-AGO),6525808 - DescDet5
3322966,Pediatria,CLINTAL,22-07-2020,"848,49",199,Gama3,Scarlett,WKH,Desc2,DescDet3,CLIN,7,Julho,2020,2º (MAI-AGO),3322966 - DescDet3
6319300,Cardiologia,CASARE,16-12-2022,"809,79",78,Gama3,Keira,mMM,Desc8,DescDet1,CASA,12,Dezembro,2022,3º (SET-DEZ),6319300 - DescDet1
2202126,Outros,CASARE,01-04-2023,"777,39",38,Gama8,Meryl,FzR,Desc9,DescDet8,CASA,4,Abril,2023,1º (JAN-ABR),2202126 - DescDet8
6022768,Ortopedia,CLINTAL,27-03-2021,"181,42",16,Gama4,Charlize,UIp,Desc9,DescDet6,CLIN,3,Março,2021,1º (JAN-ABR),6022768 - DescDet6
5868570,Ortopedia,CASAMED,05-04-2023,"891,73",59,Gama9,Sandra,IJP,Desc6,DescDet9,CASA,4,Abril,2023,1º (JAN-ABR),5868570 - DescDet9
9807652,Ginecologia,CLINTA,02-02-2023,"151,78",148,Gama7,Jennifer,tzd,Desc8,DescDet9,CLIN,2,Fevereiro,2023,1º (JAN-ABR),9807652 - DescDet9
6319300,Cardiologia,CASARE,24-01-2019,"802,07",26,Gama3,Keira,hcK,Desc8,DescDet1,CASA,1,Janeiro,2019,1º (JAN-ABR),6319300 - DescDet1
4225258,Ginecologia,CASAJAR,02-02-2022,"776,22",102,Gama6,Scarlett,cUl,Desc7,DescDet11,CASA,2,Fevereiro,2022,1º (JAN-ABR),4225258 - DescDet11
2202126,Outros,CASARE,29-11-2019,"453,54",151,Gama8,Meryl,Wem,Desc9,DescDet8,CASA,11,Novembro,2019,3º (SET-DEZ),2202126 - DescDet8
2202126,Outros,CASARE,05-03-2018,"916,91",164,Gama8,Meryl,Ddt,Desc9,DescDet8,CASA,3,Março,2018,1º (JAN-ABR),2202126 - DescDet8
9807652,Ginecologia,CLINTA,17-05-2019,"650,56",37,Gama7,Jennifer,AJq,Desc8,DescDet9,CLIN,5,Maio,2019,2º (MAI-AGO),9807652 - DescDet9
9807652,Ginecologia,CLINTA,02-07-2022,"653,31",62,Gama7,Jennifer,yPx,Desc8,DescDet9,CLIN,7,Julho,2022,2º (MAI-AGO),9807652 - DescDet9
1713965,Pediatria,CLINTOPS,04-10-2023,"956,24",162,Gama6,Julia,ySI,Desc11,DescDet6,CLIN,10,Outubro,2023,3º (SET-DEZ),1713965 - DescDet6
2983639,Cardiologia,CASAJAR,20-02-2018,"206,11",58,Gama8,Kate,Dzn,Desc8,DescDet6,CASA,2,Fevereiro,2018,1º (JAN-ABR),2983639 - DescDet6
6525808,Outros,CLINTA,18-09-2022,"318,45",128,Gama2,Julia,zyA,Desc1,DescDet5,CLIN,9,Setembro,2022,3º (SET-DEZ),6525808 - DescDet5
8687593,Cardiologia,CASARE,13-07-2021,"546,77",187,Gama5,Angelina,ymb,Desc3,DescDet4,CASA,7,Julho,2021,2º (MAI-AGO),8687593 - DescDet4
9807652,Ginecologia,CLINTA,25-04-2022,"278,28",21,Gama7,Jennifer,gZk,Desc8,DescDet9,CLIN,4,Abril,2022,1º (JAN-ABR),9807652 - DescDet9
1713965,Pediatria,CLINTOPS,28-07-2020,"533,01",37,Gama6,Julia,Qmd,Desc11,DescDet6,CLIN,7,Julho,2020,2º (MAI-AGO),1713965 - DescDet6
1713965,Pediatria,CLINTOPS,31-01-2022,"378,09",60,Gama6,Julia,LfL,Desc11,DescDet6,CLIN,1,Janeiro,2022,1º (JAN-ABR),1713965 - DescDet6
4225258,Ginecologia,CASAJAR,19-12-2023,"434,53",163,Gama6,Scarlett,vbR,Desc7,DescDet11,CASA,12,Dezembro,2023,3º (SET-DEZ),4225258 - DescDet11
6022768,Ortopedia,CLINTAL,20-09-2020,"244,05",88,Gama4,Charlize,dem,Desc9,DescDet6,CLIN,9,Setembro,2020,3º (SET-DEZ),6022768 - DescDet6
1713965,Pediatria,CLINTOPS,14-03-2022,"915,77",47,Gama6,Julia,WFy,Desc11,DescDet6,CLIN,3,Março,2022,1º (JAN-ABR),1713965 - DescDet6
3322966,Pediatria,CLINTAL,01-06-2020,"445,54",88,Gama3,Scarlett,ryk,Desc2,DescDet3,CLIN,6,Junho,2020,2º (MAI-AGO),3322966 - DescDet3
3295001,Ortopedia,CLINTAL,18-08-2023,"635,77",104,Gama8,Emma,CqU,Desc2,DescDet3,CLIN,8,Agosto,2023,2º (MAI-AGO),3295001 - DescDet3
6525808,Outros,CLINTA,01-06-2019,"880,27",197,Gama2,Julia,VYU,Desc1,DescDet5,CLIN,6,Junho,2019,2º (MAI-AGO),6525808 - DescDet5
9807652,Ginecologia,CLINTA,06-06-2020,"676,83",125,Gama7,Jennifer,ylk,Desc8,DescDet9,CLIN,6,Junho,2020,2º (MAI-AGO),9807652 - DescDet9
0402501,Ginecologia,CASAJAR,05-09-2022,"609,72",24,Gama1,Keira,ZKA,Desc5,DescDet1,CASA,9,Setembro,2022,3º (SET-DEZ),0402501 - DescDet1
6525808,Outros,CLINTA,18-11-2018,"911,52",61,Gama2,Julia,mwk,Desc1,DescDet5,CLIN,11,Novembro,2018,3º (SET-DEZ),6525808 - DescDet5
1713965,Pediatria,CLINTOPS,03-10-2022,"407,71",169,Gama6,Julia,nDu,Desc11,DescDet6,CLIN,10,Outubro,2022,3º (SET-DEZ),1713965 - DescDet6
2983639,Cardiologia,CASAJAR,10-03-2020,"987,39",161,Gama8,Kate,uwN,Desc8,DescDet6,CASA,3,Março,2020,1º (JAN-ABR),2983639 - DescDet6
6319300,Cardiologia,CASARE,05-01-2018,"188,01",60,Gama3,Keira,QBH,Desc8,DescDet1,CASA,1,Janeiro,2018,1º (JAN-ABR),6319300 - DescDet1
0402501,Ginecologia,CASAJAR,30-03-2021,"219,2",91,Gama1,Keira,YVc,Desc5,DescDet1,CASA,3,Março,2021,1º (JAN-ABR),0402501 - DescDet1
6740395,Ginecologia,CASAJAR,04-07-2018,"455,97",149,Gama1,Scarlett,LUo,Desc5,DescDet4,CASA,7,Julho,2018,2º (MAI-AGO),6740395 - DescDet4
6319300,Cardiologia,CASARE,16-01-2023,"168,41",149,Gama3,Keira,pOJ,Desc8,DescDet1,CASA,1,Janeiro,2023,1º (JAN-ABR),6319300 - DescDet1
1713965,Pediatria,CLINTOPS,31-01-2019,"306,17",40,Gama6,Julia,DBj,Desc11,DescDet6,CLIN,1,Janeiro,2019,1º (JAN-ABR),1713965 - DescDet6
6872032,Pediatria,CLINTR,10-10-2021,"533,46",197,Gama4,Jennifer,qPX,Desc6,DescDet6,CLIN,10,Outubro,2021,3º (SET-DEZ),6872032 - DescDet6
2202126,Outros,CASARE,20-12-2019,"308,91",45,Gama8,Meryl,wnM,Desc9,DescDet8,CASA,12,Dezembro,2019,3º (SET-DEZ),2202126 - DescDet8
1713965,Pediatria,CLINTOPS,15-12-2018,"460,7",46,Gama6,Julia,koA,Desc11,DescDet6,CLIN,12,Dezembro,2018,3º (SET-DEZ),1713965 - DescDet6
3322966,Pediatria,CLINTAL,14-12-2023,"949,74",14,Gama3,Scarlett,epf,Desc2,DescDet3,CLIN,12,Dezembro,2023,3º (SET-DEZ),3322966 - DescDet3
9807652,Ginecologia,CLINTA,27-01-2022,"869,47",149,Gama7,Jennifer,fwk,Desc8,DescDet9,CLIN,1,Janeiro,2022,1º (JAN-ABR),9807652 - DescDet9
6319300,Cardiologia,CASARE,16-12-2021,"346,66",192,Gama3,Keira,eFA,Desc8,DescDet1,CASA,12,Dezembro,2021,3º (SET-DEZ),6319300 - DescDet1
2983639,Cardiologia,CASAJAR,02-02-2018,"386,65",75,Gama8,Kate,fey,Desc8,DescDet6,CASA,2,Fevereiro,2018,1º (JAN-ABR),2983639 - DescDet6
6319300,Cardiologia,CASARE,05-01-2020,"701,0",16,Gama3,Keira,yPF,Desc8,DescDet1,CASA,1,Janeiro,2020,1º (JAN-ABR),6319300 - DescDet1
5868570,Ortopedia,CASAMED,07-12-2023,"557,83",153,Gama9,Sandra,ast,Desc6,DescDet9,CASA,12,Dezembro,2023,3º (SET-DEZ),5868570 - DescDet9
2983639,Cardiologia,CASAJAR,16-08-2023,"926,03",61,Gama8,Kate,bOI,Desc8,DescDet6,CASA,8,Agosto,2023,2º (MAI-AGO),2983639 - DescDet6
8687593,Cardiologia,CASARE,13-02-2022,"326,69",155,Gama5,Angelina,LFk,Desc3,DescDet4,CASA,2,Fevereiro,2022,1º (JAN-ABR),8687593 - DescDet4
8687593,Cardiologia,CASARE,06-06-2020,"192,6",126,Gama5,Angelina,bjw,Desc3,DescDet4,CASA,6,Junho,2020,2º (MAI-AGO),8687593 - DescDet4
4225258,Ginecologia,CASAJAR,26-11-2018,"915,14",189,Gama6,Scarlett,fMs,Desc7,DescDet11,CASA,11,Novembro,2018,3º (SET-DEZ),4225258 - DescDet11
0402501,Ginecologia,CASAJAR,09-06-2018,"731,1",103,Gama1,Keira,KeA,Desc5,DescDet1,CASA,6,Junho,2018,2º (MAI-AGO),0402501 - DescDet1
2202126,Outros,CASARE,28-11-2021,"901,32",101,Gama8,Meryl,NsJ,Desc9,DescDet8,CASA,11,Novembro,2021,3º (SET-DEZ),2202126 - DescDet8
9807652,Ginecologia,CLINTA,16-08-2023,"483,15",193,Gama7,Jennifer,qeT,Desc8,DescDet9,CLIN,8,Agosto,2023,2º (MAI-AGO),9807652 - DescDet9
9807652,Ginecologia,CLINTA,09-06-2018,"503,71",132,Gama7,Jennifer,LHp,Desc8,DescDet9,CLIN,6,Junho,2018,2º (MAI-AGO),9807652 - DescDet9
0402501,Ginecologia,CASAJAR,04-06-2021,"789,81",68,Gama1,Keira,sUn,Desc5,DescDet1,CASA,6,Junho,2021,2º (MAI-AGO),0402501 - DescDet1
6319300,Cardiologia,CASARE,19-12-2019,"123,8",79,Gama3,Keira,Syq,Desc8,DescDet1,CASA,12,Dezembro,2019,3º (SET-DEZ),6319300 - DescDet1
6319300,Cardiologia,CASARE,21-05-2020,"613,97",13,Gama3,Keira,CuD,Desc8,DescDet1,CASA,5,Maio,2020,2º (MAI-AGO),6319300 - DescDet1
6740395,Ginecologia,CASAJAR,27-09-2020,"242,51",158,Gama1,Scarlett,CVH,Desc5,DescDet4,CASA,9,Setembro,2020,3º (SET-DEZ),6740395 - DescDet4
6740395,Ginecologia,CASAJAR,25-07-2021,"767,64",27,Gama1,Scarlett,Ahx,Desc5,DescDet4,CASA,7,Julho,2021,2º (MAI-AGO),6740395 - DescDet4
6740395,Ginecologia,CASAJAR,28-03-2018,"579,74",87,Gama1,Scarlett,Sox,Desc5,DescDet4,CASA,3,Março,2018,1º (JAN-ABR),6740395 - DescDet4
5868570,Ortopedia,CASAMED,18-07-2021,"341,72",14,Gama9,Sandra,iZN,Desc6,DescDet9,CASA,7,Julho,2021,2º (MAI-AGO),5868570 - DescDet9
6525808,Outros,CLINTA,20-08-2022,"887,1",76,Gama2,Julia,Dsl,Desc1,DescDet5,CLIN,8,Agosto,2022,2º (MAI-AGO),6525808 - DescDet5
3295001,Ortopedia,CLINTAL,12-08-2019,"343,43",114,Gama8,Emma,cDc,Desc2,DescDet3,CLIN,8,Agosto,2019,2º (MAI-AGO),3295001 - DescDet3
2983639,Cardiologia,CASAJAR,31-07-2020,"271,95",155,Gama8,Kate,Dhj,Desc8,DescDet6,CASA,7,Julho,2020,2º (MAI-AGO),2983639 - DescDet6
6872032,Pediatria,CLINTR,27-08-2021,"734,64",118,Gama4,Jennifer,HvZ,Desc6,DescDet6,CLIN,8,Agosto,2021,2º (MAI-AGO),6872032 - DescDet6
9807652,Ginecologia,CLINTA,25-09-2019,"156,52",198,Gama7,Jennifer,fNN,Desc8,DescDet9,CLIN,9,Setembro,2019,3º (SET-DEZ),9807652 - DescDet9
6872032,Pediatria,CLINTR,12-04-2021,"721,97",129,Gama4,Jennifer,hYZ,Desc6,DescDet6,CLIN,4,Abril,2021,1º (JAN-ABR),6872032 - DescDet6
6022768,Ortopedia,CLINTAL,05-02-2018,"874,05",152,Gama4,Charlize,rOv,Desc9,DescDet6,CLIN,2,Fevereiro,2018,1º (JAN-ABR),6022768 - DescDet6
3295001,Ortopedia,CLINTAL,13-12-2018,"419,16",95,Gama8,Emma,dLw,Desc2,DescDet3,CLIN,12,Dezembro,2018,3º (SET-DEZ),3295001 - DescDet3
8687593,Cardiologia,CASARE,09-05-2023,"386,02",155,Gama5,Angelina,lPX,Desc3,DescDet4,CASA,5,Maio,2023,2º (MAI-AGO),8687593 - DescDet4
6872032,Pediatria,CLINTR,24-03-2018,"343,82",89,Gama4,Jennifer,tvx,Desc6,DescDet6,CLIN,3,Março,2018,1º (JAN-ABR),6872032 - DescDet6
9807652,Ginecologia,CLINTA,26-12-2019,"747,82",43,Gama7,Jennifer,kyE,Desc8,DescDet9,CLIN,12,Dezembro,2019,3º (SET-DEZ),9807652 - DescDet9
6525808,Outros,CLINTA,16-03-2018,"225,62",35,Gama2,Julia,iSi,Desc1,DescDet5,CLIN,3,Março,2018,1º (JAN-ABR),6525808 - DescDet5
0402501,Ginecologia,CASAJAR,18-08-2021,"623,7",191,Gama1,Keira,pId,Desc5,DescDet1,CASA,8,Agosto,2021,2º (MAI-AGO),0402501 - DescDet1
0402501,Ginecologia,CASAJAR,18-05-2022,"194,56",123,Gama1,Keira,Hjd,Desc5,DescDet1,CASA,5,Maio,2022,2º (MAI-AGO),0402501 - DescDet1
1713965,Pediatria,CLINTOPS,22-12-2021,"313,99",18,Gama6,Julia,dHH,Desc11,DescDet6,CLIN,12,Dezembro,2021,3º (SET-DEZ),1713965 - DescDet6
8687593,Cardiologia,CASARE,03-04-2021,"857,18",92,Gama5,Angelina,Typ,Desc3,DescDet4,CASA,4,Abril,2021,1º (JAN-ABR),8687593 - DescDet4
6872032,Pediatria,CLINTR,07-11-2023,"565,68",126,Gama4,Jennifer,LHm,Desc6,DescDet6,CLIN,11,Novembro,2023,3º (SET-DEZ),6872032 - DescDet6
2983639,Cardiologia,CASAJAR,03-08-2021,"497,45",22,Gama8,Kate,wFX,Desc8,DescDet6,CASA,8,Agosto,2021,2º (MAI-AGO),2983639 - DescDet6
6319300,Cardiologia,CASARE,23-02-2022,"925,59",39,Gama3,Keira,OEi,Desc8,DescDet1,CASA,2,Fevereiro,2022,1º (JAN-ABR),6319300 - DescDet1
6872032,Pediatria,CLINTR,16-01-2021,"514,9",92,Gama4,Jennifer,FMe,Desc6,DescDet6,CLIN,1,Janeiro,2021,1º (JAN-ABR),6872032 - DescDet6
6319300,Cardiologia,CASARE,02-10-2019,"225,69",44,Gama3,Keira,Mzm,Desc8,DescDet1,CASA,10,Outubro,2019,3º (SET-DEZ),6319300 - DescDet1
3322966,Pediatria,CLINTAL,12-10-2018,"519,52",25,Gama3,Scarlett,rrA,Desc2,DescDet3,CLIN,10,Outubro,2018,3º (SET-DEZ),3322966 - DescDet3
6740395,Ginecologia,CASAJAR,18-04-2023,"976,44",46,Gama1,Scarlett,pEb,Desc5,DescDet4,CASA,4,Abril,2023,1º (JAN-ABR),6740395 - DescDet4
3295001,Ortopedia,CLINTAL,10-01-2020,"436,93",200,Gama8,Emma,bYv,Desc2,DescDet3,CLIN,1,Janeiro,2020,1º (JAN-ABR),3295001 - DescDet3
0402501,Ginecologia,CASAJAR,31-05-2022,"767,12",126,Gama1,Keira,ecs,Desc5,DescDet1,CASA,5,Maio,2022,2º (MAI-AGO),0402501 - DescDet1
2202126,Outros,CASARE,27-01-2021,"873,97",65,Gama8,Meryl,AsY,Desc9,DescDet8,CASA,1,Janeiro,2021,1º (JAN-ABR),2202126 - DescDet8
8687593,Cardiologia,CASARE,11-10-2021,"237,99",25,Gama5,Angelina,Yah,Desc3,DescDet4,CASA,10,Outubro,2021,3º (SET-DEZ),8687593 - DescDet4
6022768,Ortopedia,CLINTAL,19-11-2021,"184,08",153,Gama4,Charlize,FBG,Desc9,DescDet6,CLIN,11,Novembro,2021,3º (SET-DEZ),6022768 - DescDet6
4225258,Ginecologia,CASAJAR,14-09-2019,"590,73",20,Gama6,Scarlett,irr,Desc7,DescDet11,CASA,9,Setembro,2019,3º (SET-DEZ),4225258 - DescDet11
6872032,Pediatria,CLINTR,17-09-2020,"737,38",79,Gama4,Jennifer,UPt,Desc6,DescDet6,CLIN,9,Setembro,2020,3º (SET-DEZ),6872032 - DescDet6
6319300,Cardiologia,CASARE,10-04-2021,"328,94",156,Gama3,Keira,hpU,Desc8,DescDet1,CASA,4,Abril,2021,1º (JAN-ABR),6319300 - DescDet1
4225258,Ginecologia,CASAJAR,30-09-2020,"818,11",91,Gama6,Scarlett,ggE,Desc7,DescDet11,CASA,9,Setembro,2020,3º (SET-DEZ),4225258 - DescDet11
1713965,Pediatria,CLINTOPS,11-11-2022,"389,2",81,Gama6,Julia,LXG,Desc11,DescDet6,CLIN,11,Novembro,2022,3º (SET-DEZ),1713965 - DescDet6
2202126,Outros,CASARE,24-06-2023,"938,59",118,Gama8,Meryl,Mns,Desc9,DescDet8,CASA,6,Junho,2023,2º (MAI-AGO),2202126 - DescDet8
6022768,Ortopedia,CLINTAL,04-03-2022,"812,1",113,Gama4,Charlize,uTV,Desc9,DescDet6,CLIN,3,Março,2022,1º (JAN-ABR),6022768 - DescDet6
0402501,Ginecologia,CASAJAR,25-08-2020,"631,63",184,Gama1,Keira,ceu,Desc5,DescDet1,CASA,8,Agosto,2020,2º (MAI-AGO),0402501 - DescDet1
6740395,Ginecologia,CASAJAR,22-02-2020,"762,36",36,Gama1,Scarlett,LDN,Desc5,DescDet4,CASA,2,Fevereiro,2020,1º (JAN-ABR),6740395 - DescDet4
